recruitment, n_pat, interim_events, final_events, n_ctrl, n_trt, hazard_ctrl, censoring_prop, delay, effect_size_ph, hazard_trt, target_median_trt, target_hr, random_withdrawal, rmst_trt_6m, rmst_ctrl_6m, gAHR_6m, AHR_6m, rmst_trt_12m, rmst_ctrl_12m, gAHR_12m, AHR_12m, milestone_survival_trt_6m, milestone_survival_ctrl_6m, milestone_survival_trt_12m, milestone_survival_ctrl_12m, old_seed, median_survival_trt, median_survival_ctrl, rmst_trt_360m, rmst_ctrl_360m, gAHR_360m, AHR_360m, node_name
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0.1, 182.625, 0, 0.00189773355389444, 365.25, 1, 0.000210859283766049, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 1832887233, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0.1, 182.625, 0, 0.00189773355389444, 365.25, 1, 0.000210859283766049, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 744259606, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.1, 182.625, 0, 0.00189773355389444, 365.25, 1, 0.000210859283766049, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 543215957, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.1, 182.625, 0, 0.00189773355389444, 365.25, 1, 0.000210859283766049, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 1557976449, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.1, 182.625, 0, 0.00189773355389444, 365.25, 1, 0.000210859283766049, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 1448138407, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.1, 182.625, 0, 0.00189773355389444, 365.25, 1, 0.000210859283766049, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 958592785, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.1, 182.625, 0, 0.00379546710778889, 182.625, 1, 0.000421718567532098, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 293912328, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0.1, 182.625, 0, 0.00379546710778889, 182.625, 1, 0.000421718567532098, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 806042683, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0.1, 182.625, 0, 0.00379546710778889, 182.625, 1, 0.000421718567532098, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1200720440, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0.1, 182.625, 0, 0.00379546710778889, 182.625, 1, 0.000421718567532098, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 655940927, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 182.625, 0, 0.00379546710778889, 182.625, 1, 0.000421718567532098, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 788980132, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 182.625, 0, 0.00379546710778889, 182.625, 1, 0.000421718567532098, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 19277016, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 182.625, 0, 0.00379546710778889, 182.625, 1, 0.000421718567532098, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1455475716, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 182.625, 0, 0.00379546710778889, 182.625, 1, 0.000421718567532098, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 286921063, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 182.625, 0, 0.000632577851298148, 1095.75, 1, 0.000271104793413492, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1360340135, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 182.625, 0, 0.000632577851298148, 1095.75, 1, 0.000271104793413492, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1771123282, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 182.625, 0, 0.000632577851298148, 1095.75, 1, 0.000271104793413492, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1488985093, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 182.625, 0, 0.000632577851298148, 1095.75, 1, 0.000271104793413492, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 723093799, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 182.625, 0, 0.000632577851298148, 1095.75, 1, 0.000271104793413492, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1738518232, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 182.625, 0, 0.000632577851298148, 1095.75, 1, 0.000271104793413492, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1756178048, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 182.625, 0, 0.000632577851298148, 1095.75, 1, 0.000271104793413492, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 686076687, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 182.625, 0, 0.000632577851298148, 1095.75, 1, 0.000271104793413492, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1043047591, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 182.625, 0, 0.00189773355389444, 365.25, 1, 0.000813314380240475, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 100459806, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 182.625, 0, 0.00189773355389444, 365.25, 1, 0.000813314380240475, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 614673480, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0.3, 182.625, 0, 0.00189773355389444, 365.25, 1, 0.000813314380240475, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 1206490556, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0.3, 182.625, 0, 0.00189773355389444, 365.25, 1, 0.000813314380240475, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 965761629, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 182.625, 0, 0.00189773355389444, 365.25, 1, 0.000813314380240475, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 1514614695, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 182.625, 0, 0.00189773355389444, 365.25, 1, 0.000813314380240475, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 614005336, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.3, 182.625, 0, 0.00189773355389444, 365.25, 1, 0.000813314380240475, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 1952181662, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.3, 182.625, 0, 0.00189773355389444, 365.25, 1, 0.000813314380240475, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 1858557090, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 182.625, 0, 0.00379546710778889, 182.625, 1, 0.00162662876048095, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1059683343, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 182.625, 0, 0.00379546710778889, 182.625, 1, 0.00162662876048095, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 2145306171, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0.3, 182.625, 0, 0.00379546710778889, 182.625, 1, 0.00162662876048095, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 468906835, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0.3, 182.625, 0, 0.00379546710778889, 182.625, 1, 0.00162662876048095, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1412044526, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 182.625, 0, 0.00379546710778889, 182.625, 1, 0.00162662876048095, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1260912113, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 182.625, 0, 0.00379546710778889, 182.625, 1, 0.00162662876048095, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 734903190, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.3, 182.625, 0, 0.00379546710778889, 182.625, 1, 0.00162662876048095, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1399798276, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.3, 182.625, 0, 0.00379546710778889, 182.625, 1, 0.00162662876048095, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 674505598, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0, 243.5, 0, 0.000632577851298148, 1095.75, 1, 0, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1244757857, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0, 243.5, 0, 0.000632577851298148, 1095.75, 1, 0, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 32816389, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0, 243.5, 0, 0.000632577851298148, 1095.75, 1, 0, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 759888785, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0, 243.5, 0, 0.000632577851298148, 1095.75, 1, 0, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1792476054, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0, 243.5, 0, 0.000632577851298148, 1095.75, 1, 0, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1968932264, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0, 243.5, 0, 0.000632577851298148, 1095.75, 1, 0, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 477267632, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0, 243.5, 0, 0.000632577851298148, 1095.75, 1, 0, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 366821250, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0, 243.5, 0, 0.000632577851298148, 1095.75, 1, 0, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1428305448, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 243.5, 0, 0.00189773355389444, 365.25, 1, 0, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 1755336843, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 243.5, 0, 0.00189773355389444, 365.25, 1, 0, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 923223650, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0, 243.5, 0, 0.00189773355389444, 365.25, 1, 0, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 1908367400, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0, 243.5, 0, 0.00189773355389444, 365.25, 1, 0, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 43186732, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 243.5, 0, 0.00189773355389444, 365.25, 1, 0, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 1563564071, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 243.5, 0, 0.00189773355389444, 365.25, 1, 0, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 1046875299, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 243.5, 0, 0.00189773355389444, 365.25, 1, 0, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 616350801, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 243.5, 0, 0.00189773355389444, 365.25, 1, 0, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186548, 0.707106781186548, 0.5, 0.5, 2142513563, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 243.5, 0, 0.00379546710778889, 182.625, 1, 0, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 320424555, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 243.5, 0, 0.00379546710778889, 182.625, 1, 0, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1376837385, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0, 243.5, 0, 0.00379546710778889, 182.625, 1, 0, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1545563629, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0, 243.5, 0, 0.00379546710778889, 182.625, 1, 0, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 785892344, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 243.5, 0, 0.00379546710778889, 182.625, 1, 0, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 840322694, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 243.5, 0, 0.00379546710778889, 182.625, 1, 0, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1010935608, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0, 243.5, 0, 0.00379546710778889, 182.625, 1, 0, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 413763368, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0, 243.5, 0, 0.00379546710778889, 182.625, 1, 0, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 435434710, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
